model_id,model_type,language,weat_category_id,layer_idx,combined_effect_size,variance,tau_squared,i_squared,q_statistic,confidence_interval_lower,confidence_interval_upper,z_score,p_value_two_tailed,p_value_one_tailed,significant_05,significant_01,n_templates,between_context_variance,context_consistency,max_context_difference,total_sentences_generated,total_words,comments
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,0,0.630892,0.005248802,0.0,0.0,0.011204164,0.48889530994220665,0.7728886475391776,8.708131,0.0,0.0,True,True,16,5.856942e-05,0.9878696,0.03161621,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer0
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,1,1.3277806,0.0061023417,0.0,0.0,0.12222694,1.174673137762887,1.4808880709620886,16.997225,0.0,0.0,True,True,16,0.0007358212,0.9795735,0.115965486,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer1
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,2,1.3573354,0.0061518606,0.0,0.0,0.10047194,1.203608031438038,1.5110628650921134,17.305492,0.0,0.0,True,True,16,0.00061760616,0.98169315,0.07796502,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer2
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,3,1.3910153,0.006210092,0.0,0.0,0.19695057,1.2365620241489297,1.5454685582790488,17.651552,0.0,0.0,True,True,16,0.0012240089,0.9748549,0.10351133,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer3
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,4,1.4833895,0.006375819,0.0,0.0,0.1360349,1.326888863606945,1.6398901299996225,18.577497,0.0,0.0,True,True,16,0.0008704365,0.9801144,0.09234691,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer4
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,5,1.5139555,0.0064330925,0.0,0.0,0.13792302,1.356753508683596,1.6711574391160866,18.875708,0.0,0.0,True,True,16,0.00089506066,0.98024225,0.0955745,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer5
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,6,1.5086327,0.006423874,0.0,0.0,0.3465422,1.351543370437959,1.6657219493862598,18.822834,0.0,0.0,True,True,16,0.0022430487,0.9686205,0.14807451,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer6
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,7,1.5114512,0.0064289966,0.0,0.0,0.2971109,1.354299323172238,1.668603165536258,18.850485,0.0,0.0,True,True,16,0.001922609,0.9710006,0.13389349,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer7
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,8,1.5213261,0.006448036,0.0,0.0,0.37595,1.363941622388286,1.678710507738667,18.94561,0.0,0.0,True,True,16,0.002436327,0.9675705,0.14079452,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer8
Debk/gemma-2b-finetuned-alpaca-hindi-bengali_full,hindi_bengali_finetuned,en,WEAT1,9,1.5013884,0.0064105415,0.0,0.0,0.4213465,1.3444622405721884,1.6583146206186075,18.751919,0.0,0.0,True,True,16,0.0027232964,0.9652605,0.1411866,1600,100,Enhanced_CEAT_hindi_bengali_finetuned_en_WEAT1_layer9
